race_id,race_title,race_distance,race_elevation
2428,OLYMPUS MARATHON 2022 - Olympus Marathon ®,3560 M+,43.9 KM
2427,Fiambala Desert Trail 2022 - ULTRA DESERT TRAIL 50,1880 M+,54.2 KM
2425,Austur Ultra 2022 - Austur Ultra 53 km,1890 M+,53 KM
2182,Ultra Trail Causses et Vallées Lot  Dordogne 2022 - L'INTEGRAL TRAIL,4500 M+,183 KM
1804,Championnat de Maurice 2022,2460 M+,28 KM
1779,Dyfi X 2022 - Half Marathon,800 M+,21.1 KM
1778,Diabolik de Ragnar 2022 - Diabolik de Ragnar Solo - 3 boucles,1320 M+,23.6 KM
1777,ARDECHE TRAIL - LA VOIE ROMAINE 2022 - La Virée des Chateaux - 36km,1700 M+,36 KM
1775,Garda Trentino Trail 2022,4280 M+,63.1 KM
1770,Trail des 4 Vents 2022 - 14 km du T4V,500 M+,13.4 KM
1760,Ultra Trail do Marão 2022 - M-TM,1000 M+,25 KM
1758,Mesquite Canyon 2022 - 1/2 Marathon,540 M+,20.3 KM
1746,Trail des Cabornis 2022 - 22 km,1020 M+,21.6 KM
1745,Le Radicatrail 2022 - Le P'tit Défi,1528 M+,51 KM
1744,TRAPROCK 50KM 2022 - 50k,1390 M+,52.2 KM
1737,Trail des Cabornis 2022 - 22 km DUO,1020 M+,21.6 KM
1707,Northern Traverse 2022,7770 M+,292.2 KM
1178,Welcome Way Trail Race & Ultramarathon 2022 - (Long),1656 M+,69.2 KM
1177,EVIL Trail 2022 2022 - 34km,1320 M+,33.7 KM
1176,La Pota Roja 2021 - Maratón La Pota Roja,1900 M+,43.4 KM
1171,Sportmaster Pro Trail 2021 - 45K,2700 M+,47.2 KM
1170,100 MILLAS® SIERRAS DEL BANDOLERO 2022 - CMSB - Bandolerita,3586 M+,81 KM
1157,Glentress Trail Marathon 2022 - Glentress 21k,750 M+,21 KM
1153,FOURmidable 2022 - 35k,1100 M+,35.5 KM
1152,The C.I. 100k - Jersey 2022 - The C.I.100k,2500 M+,100 KM
1151,KASSIOS DIAS 2022 - RELAY Ultra Kassios Dias 80km- part 1,2700 M+,37 KM
1149,Transgrancanaria 2022 - Classic,6210 M+,126.8 KM
1144,MaxiCross 2022 - 42 km,1900 M+,42 KM
1133,UTY TRAIL YECLA 2022 - MONASTRELL TRAIL,2993 M+,61 KM
1127,Desafío en las Nubes 2022 - DEN Ultra 63K,3650 M+,63 KM
1121,Hut 2 Hut 2022,5830 M+,100 KM
1119,Elephant Mountain Trail Runs 2022 - 50 Mile,1900 M+,79.4 KM
1118,MaxiCross 2022 - 10 Km,420 M+,10.5 KM
1115,Ultra desert Darge  2022 - 21K,430 M+,21 KM
2466,SuperTrail Du Barlatay 2022 - Ultra Trail du Barlatay,6400 M+,104 KM
2461,Grand Trail de la Vallée d'Ossau 2022 - Solo,4580 M+,72.4 KM
2455,Trail des Hauts Forts 2022,3900 M+,50.1 KM
2454,Trail des Gorges de l'Ardèche 2022 - Traversée des Gorges,1570 M+,38 KM
2451,KTR Serra Fina 2022 - KTR SERRA FINA 25K,1948 M+,26.6 KM
2450,Trans Peneda-Gerês 2022 - TPG 42k,2000 M+,42 KM
2449,The Guzzler Ultra 2022 - The Glass Half Full,2100 M+,51.4 KM
2446,KTR ULTRA CANASTRA 2022 2022 - 50K SOLO,1870 M+,52 KM
2443,Kerry Way Ultra 2022 - Kerry Way UltraNite,2455 M+,93 KM
2441,SPEEDGOAT by UTMB 2022 - 50K,3290 M+,52.5 KM
2316,Trail du Grand Ballon 2022 - 22km,1030 M+,21.9 KM
2313,Zagori Mountain Running 2022 - TeRA 80km,5100 M+,80 KM
2312,Bariloche100 2022 - 100k,5000 M+,100 KM
2308,Bariloche100 2022 - Bariloche100 12k,650 M+,12 KM
2307,La Chute Du Diable 10e Edition 2022 - 75 km - Le Coup de Tonnerre,2264 M+,74.3 KM
2306,TRAIL DES 2 AMANTS 2022 - Decouv'TDA 15,380 M+,15 KM
2302,LPA Trail 2022 - LPA MEDIA,267 M+,13 KM
2301,Trail Costa Brava 2022 - Express Costa Brava,330 M+,13.2 KM
2299,High Trail Vanoise 2022 - ULTIMATE FIVE,6450 M+,92 KM
2283,Lake District Challenge 2022 - Lake District - 1st Half,1210 M+,49.1 KM
2282,Osaka Natsunojin Kurondo Rondo 2022 - 90K,4960 M+,96.4 KM
2281,Buttermere Trail Race 2022,234 M+,20 KM
2279,LPA Trail 2022 - LPA LARGA,584 M+,21 KM
2278,CHIOS HARDSTONE TRAIL 2022,1200 M+,23 KM
2253,Adidas Terrex 2022 Chongli 2022 - DTC,5155 M+,103.5 KM
2252,Silverton Ultra Dirty 2022,6858 M+,162.5 KM
2249,Ultra Trail San Juan del Monte 2022 - 22K,756 M+,22.5 KM
2246,Beacons 50 & Beacons 100 2022 - Beacons 100,7050 M+,164.8 KM
1832,Sierra Andina - Churup Trail 2022 - Churup Trail 22k,1510 M+,22.7 KM
1726,Promina Trail 2022 - Špilja Liluša,1110 M+,23.5 KM
1720,Rarau Everesting 8.848+ 2022 - Rarau Everesting Etna 4,3560 M+,44 KM
1719,ACANTILADOS DEL NORTE BY DYNAFIT 2022,2400 M+,29 KM
1718,Ballyhoura Mountain Marathon 2022,1320 M+,44.5 KM
1708,Endurancelife | Pembrokeshire 2022 - Endurancelife | Pembrokeshire | Marathon,969 M+,44.7 KM
1168,Carrera Alto Sil 2022 - Ultra Alto Sil,3200 M+,56 KM
1162,Trail des Calanques 2022 - Parcours Elite,2080 M+,36 KM
1161,FOURmidable 2022 - half-marathon,710 M+,20.9 KM
1148,Desafío en las Nubes 2022 - Maratón DEN,2750 M+,40.5 KM
1142,Rudawy Zimowy Festiwal Biegowy 2022 - Czterdziestka,1970 M+,43.3 KM
1141,KASSIOS DIAS 2022 - RELAY Ultra Kassios Dias 80km- part  2,1650 M+,43.5 KM
1139,The Archie 2022,2400 M+,50 KM
1138,100 MILLAS® SIERRAS DEL BANDOLERO 2022 - CMSB - 100 Millas,5920 M+,157.3 KM
1136,Kiss Péter Emléktúra a Mátrában 2022 - Mátrában 57,2670 M+,57 KM
1134,Rudawy Zimowy Festiwal Biegowy 2022 - Sześćdziesiątka,2570 M+,60.4 KM
1131,Trail des Mouflons 2022 - Grand Mouflon,1200 M+,42 KM
1220,SALOMON HONG KONG DYNAMIC 100KM 2022 - Virtual Solo 100km,5940 M+,104.1 KM
1375,River Aire Ultramarathon 2022,1010 M+,76.1 KM
1219,Trail des Terrils 2021 - 28km,650 M+,28 KM
1216,Trail des Châtaignes 2021 - 32 km,1110 M+,32.1 KM
1215,MERAPOH RAINFOREST TRAIL 2022 - 100 Miles,2750 M+,160 KM
1212,Addo Elephant Trail Run 2022 - 100 Mile,5640 M+,161.2 KM
1203,Carrera Alto Sil 2022 - PROMO ALTO SIL,900 M+,18.7 KM
1200,Ceven'Trail 2022 - Trail aux étoiles 63 Km,2600 M+,63 KM
1196,FOURmidable 2022 - 50k,1650 M+,50.1 KM
1193,HK50 WEST 2022 - 50Km Individual,2260 M+,54.1 KM
1192,Urban Trail Lausanne 2022 - Urban Trail Lausanne 31k,900 M+,30.7 KM
1191,Valmaremola Trail ed.10 2022,1540 M+,32.4 KM
1188,SALOMON HONG KONG DYNAMIC 100KM 2022 - Virtual Solo 50km,3110 M+,49.3 KM
1186,Ultra Tour des Côtes d'Armor 2022 - 60 km,1339 M+,59.7 KM
1181,Bükki Kilátások 2022 - Hard,2520 M+,66.5 KM
1166,Rudawy Zimowy Festiwal Biegowy 2022 - Dziesiątka,510 M+,10.7 KM
1221,Cabin Fever 50K 2022,1626 M+,50 KM
1765,Volvic Volcanic Expérience 2022 - Ultra-Trail Terra Volcana,2700 M+,80 KM
1474,Ultra Montseny 2022 - Montseny-Aiguafreda,3216 M+,53 KM
1473,Feleacu Running Hills 2022 - Trovanti COMBO,1240 M+,29 KM
1764,La sportiva Trail del Marchesato 2022 - 16K,1000 M+,16 KM
3154,Trails des Lacs d'Orcières 2022 - Trails des Lacs,1550 M+,24 KM
2257,GEOJE 100K 2022 - 50K,2698 M+,52.4 KM
2256,Strážnická stovka 2022 - SC2022-B,2565 M+,101.3 KM
2254,ECOTRAIL COLOMBIA 2022 - Ecotrail Colombia - 25K,1680 M+,25 KM
2251,LA OSERA 2022 2022 - 25K,1300 M+,25 KM
2244,Trail Bem Viver 2022 - Trail Bem Viver 25K,1100 M+,25 KM
2243,Waterville Trailrunning Festival 2022 - WTF 25km,880 M+,25.9 KM
2242,TRANSNANING ULTRA NS CHALLENGE 2022 - LEGEND,10900 M+,170 KM
2241,Mt. Hamiguitan Trail Race 2022 - 50km,2430 M+,49.8 KM
2240,ESTRELA GRANDE TRAIL 2022,6500 M+,102 KM
2239,Estonia Ultra-Trail Race EUTR 6th Edition 2022 - TTW - Trail Through Wilds,440 M+,35 KM
2236,FunTrails Round Minano 2022 - 50k,2870 M+,53 KM
2235,Namib Race by RacingThePlanet 2022 - Namib Race (Namibia) 2022,3150 M+,257 KM
2233,Silverton Ultra Dirty 2022,2270 M+,60 KM
2232,Maverick Adidas TERREX  X Peaks 50km 2022 - X Peaks 50K,1500 M+,54 KM
2223,2 Trail Run Aqui Há-Os Microplásticos 2022 - 27K,1390 M+,27 KM
2215,Cotswold  Challenge 2022 - Cotswold Challenge -1st half,1470 M+,54.1 KM
2203,Sta. Ines Mountain Adventure Run 2022 - 30k,2300 M+,30 KM
1837,Tanz in den Mai 2022 - Tanz in den Mai - 6 Loops,1100 M+,21 KM
1830,TRAIL VALL DE RIBES 2022 - 23K,1900 M+,23 KM
1826,Krabat Trail 2022 - Krabat Trail 18K,850 M+,18 KM
1825,Ballyhoura Mountain Half Marathon 2022 - Mountain Half-Marathon,510 M+,24 KM
1818,EcoTrail Paris® 2022 - Marche Nordique 18km,400 M+,18.8 KM
1816,EcoTrail Paris® 2022 - Trail 18km,400 M+,18.8 KM
1815,Run To The Sea - Brighton 2022,700 M+,50.4 KM
1794,"Ferriere Trail Festival 2022 - CTR, Carevolo Trail Race, 31km",1645 M+,31 KM
1793,Rarau Everesting 8.848+ 2022 - Rarau Everesting Moldoveanu 3,2650 M+,33 KM
1792,Ultra Desafio Morungaba - SP 2022 - Ultra Desafio 50 km,1480 M+,50.5 KM
1759,Louzantrail® 2022 - Louzantrail® Curto,1350 M+,18 KM
1757,Trail du Cirque du Fer à Cheval 2022 - Trail 22 km,780 M+,22 KM
1747,Napa Valley Endurance Run 2022 - 50k,2500 M+,50 KM
1742,Trans Aubrac 2022 - Trail Du Capuchadou,1400 M+,52.8 KM
1741,NORD TRAIL MONTS DE FLANDRES 2022 - 59 km,1089 M+,55 KM
1738,Trail du lac de Paladru 2022 - Grand Tour du Lac - 55 km,2100 M+,56.6 KM
1727,Vodno-Matka Trails 2022 - Vodno Trail,1400 M+,27 KM
1470,Northburn 100 Miler 2022 - 50 Km,2470 M+,51.2 KM
1451,Kumagawa Revival Trail 2022 - Kumagawa Course,7520 M+,164.9 KM
1446,Ultramaraton Zielonogórski Nowe Granice 2022 - Ultramaraton Zielonogórski 56k,340 M+,57.2 KM
1439,Diabolik de Ragnar 2022 - Diabolik de Ragnar Solo - 7 boucles,3080 M+,58.1 KM
2617,TRAIL CASILLAS 2022 - CROSS 25KM,1250 M+,25.4 KM
2616,Llanganuco Mountain Trail 2022 - 15K,290 M+,13.8 KM
2615,ESTRELA GRANDE TRAIL 2022 - ESTRELA URSA MINOR,800 M+,15 KM
2464,Kanawha Trace Trail Runs 2022 - Kanawha Trace 50K,1470 M+,50 KM
2462,La Nuit des Cabornes 2022 - 20kms,1070 M+,22 KM
2457,Trail Del Monte Soglio 2022 - GIR Cùrt,2300 M+,38 KM
2435,BRECON BEACONS TRAIL RUNNING CHALLENGE 2022 - MARATHON,1634 M+,42.8 KM
2434,KTR ULTRA CANASTRA 2022 2022 - 50K TEAM,1870 M+,52 KM
2433,Mt Hood 50 2022 - 50 Miles,1360 M+,76.3 KM
2248,UKA PAIN 2022 - UKA PAIN 50 K,1500 M+,50 KM
2247,Adidas Terrex 2022 Chongli 2022 - CTC,6209 M+,132.8 KM
2216,Val d’Aran by UTMB® 2022 - CDH,6100 M+,105 KM
2206,The Buddha Trails 2022 - 30k,1750 M+,30 KM
2205,Ultraroztocze 2022 - UltraRoztocze 120,1600 M+,125 KM
2204,Schinder-Trail Grauer Kopf 2022 - Grauer Kopf Extended,4000 M+,125 KM
2202,Kaiserkrone 2022 - Marathon Trail,3840 M+,56.1 KM
2201,Trail Verbier St Bernard by UTMB 2022 - X-Alpine,9300 M+,140 KM
1989,Trail Drome 2022 - Trail Drôme 20 km,1150 M+,20 KM
1988,Marathon du Mont-Blanc 2022 - 90 Km du Mont-Blanc,6330 M+,92 KM
1986,msg Maraton Apuseni 2022 - ULTRAMARATHON,4430 M+,87.6 KM
1985,Ultramaraton Babia Góra 2022 - Babia Góra Race,850 M+,9 KM
1984,Vodno-Matka Trails 2022 - Vodno EasyRun,600 M+,10 KM
1983,Trail de Primavera Confrides 2022 - MARATON,2700 M+,43 KM
1982,Ultramaraton Babia Góra 2022 - 5xBabia Góra,6500 M+,90 KM
1976,Festiwal Biegowy ULTRA WAY 2022 - W BLASKU KSIĘŻYCA 100 km+,1910 M+,102.6 KM
1946,Trail du Saint-Jacques by UTMB® 2022 - Ultra du Saint-Jacques,5150 M+,123 KM
1945,Ultra Hancza 2022 - Spring 2022 - Ultra Hancza 100 km,1720 M+,102 KM
1472,Bükki Kilátások 2022 - Sprint,670 M+,14.2 KM
1466,Transgrancanaria 2022 - Promo,200 M+,14.3 KM
1465,LULWORTH COVE TRAIL RUNNING CHALLENGE 2022 - Ultra,2116 M+,52.6 KM
1453,Trail du lac de Paladru 2022 - Course à étapes 3 - 16+14km,960 M+,30 KM
1450,Corvus Trail 2022 - Corvus Trail - Ultra,2600 M+,55 KM
1449,La Misión  - VLA - Argentina 2022 - La Misión 110 VLA,4550 M+,103 KM
1443,Raid de los Andes 2022 - Raid Equipos,1260 M+,58 KM
1442,Raid de los Andes 2022 - Raid Individual,1260 M+,58 KM
1436,Trail De Conimbriga Terras De Sico 2022 - 111 Km,3610 M+,112.4 KM
1435,Trail Sud Touraine  2022 - 21km,450 M+,21.9 KM
1428,Ultra Trail do Marão 2022 - SavageNatur Events,4000 M+,60 KM
1412,Trail do Zêzere 2021 - Mini Trail do Zêzere,530 M+,14.2 KM
1411,Trail du lac de Paladru 2022 - Course à étape 1 - 16 + 29 km,1510 M+,45.3 KM
1407,Prazska Stovka - Prague Ultra Trail 2022 - Prazska stovka - trasa A,4390 M+,135.7 KM
1406,Razorback Run 2022 - 64 Km,3860 M+,62.7 KM
1383,Welcome Way Trail Race & Ultramarathon 2022 - (Half  Marathon),462 M+,26.7 KM
1382,Stromlo Running Festival - March 2022 - SRF30,860 M+,30 KM
2317,Northants Ultra 2022,1300 M+,55.7 KM
2315,Pucon Trail Run 2022 - Pucón Trail Run - 30K,1630 M+,30.4 KM
2314,ROUND THE ROCK 2022,1770 M+,73.5 KM
2311,Riaño Trail Run 2022 - RIAÑO 2xTRAIL RUN,3075 M+,43.3 KM
2310,Ecotrail Genève 2022 - 46KM - Without Limits,1430 M+,46 KM
2309,The Special Edition 2022 - 50km,2900 M+,50 KM
2305,Bali Ultra Trail 2022 - BUT80,4690 M+,80.2 KM
2304,The Peak 2022 2022 - 6Peaks,5330 M+,46.3 KM
2303,Llanganuco Mountain Trail 2022 - 50K,2860 M+,58 KM
2300,TRAIL DES MARCAIRES 2022 - Ultra Trail,4000 M+,85 KM
2298,Trail de Peñamayor 2022 - Speedtrail Peñamayor,695 M+,14 KM
2286,Trail du Mont Saint-Romain 2022 - 17km,440 M+,17 KM
2025,Ultra Race Of Champions 2022 - UROC 100K,3390 M+,99.6 KM
2021,Wielka Szczyrkowska 2022 - WS40,2359 M+,40 KM
2020,"Ferriere Trail Festival 2022 - TVGT, Three Valleys GT, 101 km",5720 M+,102.1 KM
2018,Picos de Europa Travesera Integral 2022 - Travesera 74K,6270 M+,72.7 KM
2017,Lavaredo Ultra Trail® by UTMB® 2022 - Cortina Trail,2627 M+,48.5 KM
1998,Rarau Everesting 8.848+ 2022,8848 M+,106 KM
1994,TRAIL DES 2 AMANTS 2022 - Maxi'TDA 85,2550 M+,85 KM
1992,Losheimer Trailfest 2022 - TF Challenge ( T11-T45-T23),2848 M+,83 KM
1954,TRAIL VALL DE RIBES 2022 - 15K-TRAIL VALL DE RIBES,900 M+,15 KM
1953,Sierra Andina - Churup Trail 2022 - CHURUP TRAIL 15K,1239 M+,15.5 KM
1893,Trail du lac de Paladru 2022 - Les hauts du lac - 29 km,890 M+,30.8 KM
1885,Borneo Ultra-Trail® Marathon  2022 - BUTM 106 km,5220 M+,106 KM
1875,UKA PAIN 2022 - Uka Pain 100 Miles,3810 M+,169.8 KM
1867,ESTRELA GRANDE TRAIL 2022 - ESTRELA ORION BELT,2500 M+,49 KM
1866,Ultra Pallars 360 2022 - UP 360 Marató,2115 M+,49.5 KM
1865,GlobalLimits Bhutan - The Last Secret - 2022,10840 M+,193.3 KM
1864,Ultra-Trail® Malopolska 2022 - UTM 240,13210 M+,246.6 KM
1858,Diabolik de Ragnar 2022 - Diabolik de Ragnar Solo - 2 boucles,880 M+,17.2 KM
1854,Ohrid Ultra-Trail® 2022 - Galicica Ultra® 60K,1620 M+,49.6 KM
1853,Buffalo Stampede Festival 2022 - Bright 20km SkyRun,1285 M+,20 KM
1852,Promina Trail 2022 - Panorama đir,390 M+,11 KM
1850,La Chatvoyarde 2022,950 M+,21 KM
1849,EPHESUS ULTRA MARATHON 2022 - EPHESUS ULTRA,4740 M+,120 KM
1845,SMITH ROCK ASCENT 2022 - 50 Km,1440 M+,49.6 KM
1455,Biegi w Szczawnicy 2021 - Hardy Rolling,470 M+,10.2 KM
1433,Ultralanovka pre Plamienok 2022 - Ultralanovka pre Plamienok 2022,3880 M+,60 KM
1431,Trail Liège Métropole 2022 - 42 km,1400 M+,42 KM
1430,Ceven'Trail 2022 - Trail de l'oignon doux 23 Km,1000 M+,23 KM
1427,Endurancelife | Sussex 2022 - Ultra Marathon,1583 M+,53.2 KM
1424,Victoria 162 2022 - V162,8010 M+,164 KM
1422,Akamas Trail Running Festival 2022 - Trail 60k,1700 M+,60.6 KM
1421,Santa Barbara Nine Trails 35 mile 2022 - 35Mi,3470 M+,56.3 KM
1420,EPHESUS ULTRA MARATHON 2022 - EPHESUS SELCUK  ULTRA,2610 M+,61 KM
1419,Victoria 162 2022 - 3-day Race,8260 M+,165.5 KM
1418,Trail des Goyaves 2022,1550 M+,25.5 KM
1417,Trail De Conimbriga Terras De Sico 2022 - 111 Milhas,5620 M+,177 KM
1414,Ultra Sierra Nevada 2022 - Trail,3557 M+,65.8 KM
3214,Rheinquelle-Trail 2022 - Tgom-Trail,1318 M+,16.9 KM
3194,Bryce Canyon 2022 - 60k,1400 M+,59.5 KM
2892,Rialp Matxicots 2022 - TRAIL,4350 M+,50 KM
2885,Bèrghem Ultra 2022 - Norges Værste,4528 M+,168.2 KM
2883,Vasaloppet Ultravasan 2022 - Trailvasan 30,375 M+,30 KM
2877,Trail Kursiu Nerija (#TKN2022) 2022 - Curonian ULTRA,944 M+,70.7 KM
2876,Island Ultra 2022 - 55km,2414 M+,55 KM
2871,UTPKD Wake Up Run 2022 2022 - UTPKD Wake Up Run 2022_PKD50,2169 M+,58 KM
2850,Bryce Canyon 2022 - 100 Mile,5486 M+,161 KM
2847,Rýchlik Zoška Bratislava 2022 - 50k,1480 M+,49.8 KM
2846,Kruke's Ultra-Trail Challenge 2022 - 12 loops,4500 M+,83.4 KM
2844,Chester Ultra 50 2022 - Chester Ultra 100,1540 M+,167 KM
2843,Survival of the Fittest 2022 - 18 KM,1050 M+,18 KM
2839,Julian Alps Trail Run by UTMB 2022 - Sky trail 60K BY UTMB,2384 M+,56.6 KM
2766,ZúmbadorTrail 2022 - UltraMaraton,5040 M+,85.6 KM
2765,Valašský Hrb 2022 - 20 km,562 M+,20 KM
2764,OTSO Trail Menorca Cami de Cavalls CdC 2022 - OTSO TRAIL MENORCA COSTA NORD,1870 M+,96.4 KM
2763,La Thuile Trail - Memorial Edo Camardella 2022 - La Thuile Trail - 25km,1500 M+,26.3 KM
2756,Stumptown Trail Runs 2022 - Half Marathon,610 M+,21 KM
2755,Torrencial Valdivia Trail 2022 - Torrencial 100k,3830 M+,104.3 KM
2754,Skyrunning Series SA 2022 - Langeberg 22km SkyRace®,1850 M+,22 KM
2753,The Severn Challenge 2022,3091 M+,349 KM
2750,Mac Mac Ultra 2022 - 200 mile,15000 M+,320 KM
2747,CAMPEONATO TRAIL RUNNING URUGUAY 2022 - DESAFIO CAMPANERO 25K,1050 M+,25 KM
2746,Jabulani Challenge 2022 - 22km,550 M+,22.1 KM
2741,Grande Trail Serra d'Arga 2022 - GTSA 110km,5510 M+,110 KM
2734,SILVIA TRAIL ANCESTRAL 2022 - SILVIA TRAIL ANCESTRAL 42K,3550 M+,42.6 KM
2733,Altai Ultra-Trail® 2022 - AUT128 (XL),5980 M+,129.4 KM
2730,U.A.I. Ultramaratona Dos Anjos Internacional 2022 - 470km,12206 M+,470 KM
2704,Ultra trail des montagnes du Jura 2022 - UTMJ,7618 M+,175.5 KM
2703,Buila Trail Race 2022 - Buila 33K,2700 M+,33 KM
2691,Flagstaff Sky Peaks 2022 - 25K,1390 M+,25.6 KM
2671,Buckin' Hell 2022 - 35 KM,1700 M+,35 KM
2762,Trail Beaume Drobie 2022 - 51 km,2500 M+,51.3 KM
2761,Chornohora Night Marathon 2022 - Medium 56km Autumn,3180 M+,56 KM
2760,Chornohora Night Marathon 2022 - Ultra 86km Autumn,5230 M+,86 KM
2759,Media Maratón de Montaña de Puertomingalvo 2022 - Media Maratón Puertomingalvo,670 M+,21 KM
2758,Trail Verbier St Bernard by UTMB 2022 - Verbier Marathon 4000,3985 M+,46.3 KM
2742,La Chouffe Trail 2022 - 47km,1490 M+,47 KM
3366,Ultra Madeira® 2022 - Trail 30KM,1360 M+,27.2 KM
3365,Trans Peneda-Gerês 2022 - 27km,1276 M+,27 KM
3364,Kailas Perak Ultra 2022 2022 - Kailas Perak Ultra 2022 - 100KM,2727 M+,100 KM
3363,SIYASA GRAN TRAIL 2022 - GRAN MARATON SIYASA –GMS-,2562 M+,50 KM
3362,South Coast Challenge 2022 - South Coast 100km 2 Day,2140 M+,100 KM
3361,Trail Des Fantômes 2022 - 69km,2790 M+,69 KM
3360,Ultra Sanabria by Stages 2022 - MASA,2490 M+,43 KM
3359,UKA PAIN 2022 - Uka Pain 28,650 M+,28 KM
3358,Raleigh Challenge - Wilson Trail 2022 - Full Marathon,2322 M+,45.4 KM
3357,PIKES PEAK 2022 - Ascent,2360 M+,21 KM
3356,ATLAS MARATHON 2022 - TRAIL ATLAS MARATHON,1720 M+,46 KM
3355,Trail des 3 Pics 2022 - 3 Pics S,600 M+,12 KM
3354,Trail Du Tour Des Fiz 2022 - Balcon des Fiz,840 M+,12.3 KM
3351,Cape Town Trail Marathon 2022,2200 M+,46 KM
3350,RAIDLIGHT TRAIL FESTIVAL 2022 - Sky Trail,2300 M+,27 KM
3211,Greensand Country Ultra Trail 2022 - 50KM Ultra Trail,370 M+,50.2 KM
3208,UTACCH - ULTRA TRAIL AMANECER COMECHINGON  2022 - 100 Millas,5449 M+,160 KM
3191,Douro Montemuro Ultra Trilhos 2022 - DMUT 18,1100 M+,18 KM
3190,Untangodo Skyrace 2022 - 2022 Untangodo Skyrace 20K,1005 M+,20 KM
3189,Ultra Trilhos Rocha da Pena 2022 - UTRP Trail Longo,1020 M+,23.4 KM
3188,Ultra-Trail Australia™ by UTMB® 2022 - UTA100,2775 M+,97 KM
3187,Centurion Wendover Woods 2022 - Centurion Wendover Woods 50,3310 M+,84 KM
3168,Summer Trail Series by Ultra X 2022 - Half Marathon,719 M+,21.1 KM
3164,Trail des Dents du Midi 2022 - DDM Trail 32k,1365 M+,27.3 KM
3163,Trail of Man 2022 2022 - 22km,1520 M+,21.9 KM
3156,The Druid Challenge 2022,2183 M+,138.8 KM
2884,Trail della Luna 2022,2030 M+,30 KM
2882,Ultra Tour des 4 Massifs 2022 - Ut4m 20 Belledonne,1930 M+,20.4 KM
2878,Peak District Challenge 2022 - Bronze Peak District Challenge,1140 M+,51 KM
2875,Surf Coast Century 2022 - 50 Km,1186 M+,51.9 KM
2872,SwissPeaks Trail 2022 - Marathon,2430 M+,44 KM
2866,Nordmarka Skogsmaraton  (Nordmarka Forest Marathon) 2022 - Full Marathon,770 M+,42.2 KM
2865,Trail del Falterona 2022,2110 M+,45 KM
2859,Trail du petit saint-bernard 2022 - 60 km,3500 M+,60 KM
2858,Vaarojen Maraton 2022 - 65 km,2970 M+,65.9 KM
2857,SKY GRAN CANARIA (BEYOND THE COAST SKY TOUR) 2022 - ULTRASKY AAA82,3780 M+,81.1 KM
2855,Bison Ultra-Trail® 2022 - Bison Trail 70,700 M+,70 KM
2854,Făgăraș Rocks! 2022 - Berivoi Race,1350 M+,20.5 KM
2852,MAXIMUM REVOLCADORES 2022 - ULTRA MAXIMUM REVOLCADORES,1774 M+,54 KM
2800,High Atlas Ultra Trail 2022 - HAUT 10,500 M+,10 KM
2798,Cotswold  Challenge 2022 - Cotswold Way 100km 2 Day,2040 M+,100 KM
2792,Bojko Trail 2022 - Kołyba,1525 M+,45 KM
2789,GEOJE 100K 2022 - 100K,5852 M+,103.5 KM
2784,Runfire Salt Lake Ultra 2022 - 40K,780 M+,39.9 KM
2916,South Coast Ultra 2022 - South Coast Ultra 30K,735 M+,30 KM
2915,Alpindustria Elbrus Race 2022 - EWR,7100 M+,127 KM
2914,Sidley London Revolution Trails 2022 - Ultra Marathon,450 M+,51.9 KM
2913,GIFT - Genarps IF Trail 2022 - GIFT 40K - SM Trail,860 M+,41 KM
2912,Persenk Ultra 2022 - Orehovo Run,1600 M+,30 KM
2911,Ragged 75 Stage Race and 50k 2022 - Ragged 75 Stage Race,4723 M+,127 KM
2910,Chojnik Karkonoski Festwial Biegowy 2022 - Chojnik Maraton,2264 M+,42 KM
2908,Bèrghem Ultra 2022 - Bèrghem Ultra 130K,3610 M+,134.9 KM
2917,Torlauf Dachstein 2022 - Torlauf Dachstein Marathon,2336 M+,41.4 KM
3066,Trail Abrantes 100 2022 - TA100 - 50Km,1240 M+,53.2 KM
3065,Trans Peneda-Gerês 2022 - 105km,6260 M+,105 KM
3064,Trail del Falterona 2022 - Trail del Falterona 25km,1340 M+,25 KM
3042,TOUGE FIFTY 2022 - TOUGE FIFTY Virtual race,3799 M+,50 KM
3039,Eldslodin 2022 - Eldslodin 28,280 M+,28 KM
3034,Vibram Ultra Trail Lago d'Orta 2022 - Vibram-UTLO 55km,2885 M+,54.9 KM
3031,Maverick Adidas TERREX X Series Jurassic Coast 2022,1500 M+,55 KM
3030,Restonica Trail by UTMB 2022 - Tavignanu Trail,2270 M+,32.5 KM
3028,Circular de Tejeda 2022 - Circular 12 km,850 M+,12.8 KM
3025,Montafon Totale Trail  2022,3300 M+,33 KM
3024,Przehyba Trail 2022 - Przehyba Trail 33 km,1530 M+,33.3 KM
3023,Douro Montemuro Ultra Trilhos 2022 - DMUT 26,1700 M+,26 KM
3022,Trail des 2 Roches 2022 - T2R - 26 km,1200 M+,27 KM
3021,Bogus 50/50 2022,2015 M+,50 KM
3020,XTREMEIDFJORD_ULTRA 2022 - Dynafit Hardangerjøkulen Ultra 34 K,1320 M+,34 KM
3019,Schinder-Trail Grauer Kopf 2022 - Die halbe Portion,1010 M+,34.1 KM
3018,Raffertys Coastal Run 2022 - 36km,978 M+,36 KM
3017,Grand Trail de la Vallée d'Ossau 2022 - Relais 1,2300 M+,36.5 KM
